text,topic,summary
"

	A moment later and he nearly shrieked aloud. There was a heavy tread on the stair. It was portentously slow and deliberate...Why had he not been suspected before this?...Had M. Cesar used his influence?...He, too, was an artist in his way...He cowered under the bedclothes...The door opened. He heard the rattle of dishes. Seraphine never allowed him to sleep more than twenty-four hours without nourishment.",the sacrificial alter_segment_63.txt, He cowered under the bedclothes . Seraphine never allowed him to sleep more than twenty-four hours without nourishment . He heard the rattle of dishes .
"

	Aunt Trib followed, escorted by Thomas Pib, the great cat, with his best red bow on. Mrs. Trot and Belinda, the little maid, brought up the rear. A music-box in the hall played the 'Grand March' from 'Norma;' and, with great dignity, all filed into the study to behold an imposing spectacle.",a happy birthday_segment_13.txt," A music-box in the hall played the 'Grand March' from 'Norma;' and, with great dignity, all filed into the study to behold the spectacle ."
"

	'I am very glad I can help to beguile them for you. Now tell me what you honestly think of my work? Criticism is always valuable, and I should really like yours, Mrs. Basset,' said Randal, wondering what the good woman would make of the delicate analysis and worldly wisdom on which he prided himself.",a country christmas_segment_51.txt," 'Criticism is always valuable, and I should really like yours, Mrs. Basset,' said Randal, wondering what the good woman would make of the delicate analysis and worldly wisdom on which he prided himself ."
"

	Orth, who had gratefully consumed the bread and milk, rose. 'Is that really all you can tell me?' he asked.",the bell in the fog_segment_39.txt," Orth, who had gratefully consumed the bread and milk, rose . 'Is that really all you can tell me?' he asked ."
"

	When he came to himself he was so used up that he lay still for some time in a sort of daze, too tired to know or care about anything, only dimly conscious that somebody was lost in a tree or a well, and that, on the whole, running away was not all fun.",how they ran away_segment_62.txt," When he came to himself he lay still for some time in a sort of daze, too tired to know or care about anything, only dimly conscious that somebody was lost in a tree or a well ."
"

	âNowhere.â

	At this I looked so amazed, that his gloom vanished in a laugh, as he explained, but briefly, as if this subject were no pleasanter than the first,â

	âBy your fatherâs will you were desired to take possession of the old place at eighteen. You will be that soon; therefore, as your guardian, my father has prepared things for you, and is to share your home until you marry.â",a whisper in the dark_segment_43.txt," You were desired to take possession of the old place at eighteen . You will be that soon; therefore, as your guardian, my father has prepared things for you, and is to share your home until you marry ."
"

	3. The Book that runs into a Snarl of Dialect on the third Page and never gets out.

	4. The delectable Yarn about a Door-Mat Thief, who truly loves the Opium Fiend. Jolly Story of the Slums.",the fable of the man who didnt care for storybooks_segment_2.txt," The Book that runs into a Snarl of Dialect on the third Page and never gets out. The delectable Yarn about a Door-Mat Thief, who truly loves the Opium Fiend. The Jolly Story of the"
"

	For a moment Louis hesitated. He was a Catholic by training, and to certain crimes the Church is merciless. But he reasoned that he no more had the right to call himself a Catholic than to persist as a mortal. He went into the vault and swung the heavy door behind him. It clanged faintly, but there was no one to hear.",the sacrificial alter_segment_111.txt," Louis was a Catholic by training, and to certain crimes the Church is merciless . He reasoned that he no more had the right to call himself a Catholic than to persist as a mortal . He went into the vault and swung the heavy door"
"

	The striking of a deep-voiced clock woke me with a start. 'That is one,' thought I, but, to my dismay, two more strokes followed; and in remorseful haste I sprang up to see what harm my long oblivion had done. A strong hand put me back into my seat, and held me there. It was Robert. The instant my eye met his my heart began to beat, and all along my nerves tingled that electric flash which foretells a danger that we cannot see. He was very pale, his mouth grim, and both eyes full of sombre fire,--for even the wounded one was open now, all the more sinister for the deep scar above and below. But his touch was steady, his voice quiet, as he said,--",the brothers_segment_30.txt," The striking of a deep-voiced clock woke me with a start . 'That is one,' thought I, but, to my dismay, two more strokes followed . In remorseful haste I sprang up to see what harm my long"
"

	âAt eighteen Sybil is to marry her cousin, the compact having been made between my brother and myself in their childhood. My son is with me now, and I wish them to be together during the next few months, therefore my niece must leave you sooner than I at first intended. Oblige me by preparing her for an immediate and final separation, but leave all disclosures to me, as I prefer the girl to remain ignorant of the matter for the present.â",a whisper in the dark_segment_1.txt," At 18 Sybil is to marry her cousin, the compact having been made between my brother and myself in their childhood . My son is with me now, and I wish them to be together during the next few months, therefore my niece"
"

	'Whew!âwhew!âfare away! Yes, the chariot bore them away, and the peasants whirled on in their dance. They played at 'Riding the Summer into the village,' to Borreby village, Tareby village, and many others.",the winds tale_segment_8.txt," The peasants played at 'Riding the Summer into the village,' to Borreby village, Tareby village and many others ."
"

	'God bless you, Ma'am! I'm goin'.'

	I put out both my hands, and held his fast.

	'Good bye, Robert! Keep up good heart, and when I come home to Massachusetts we'll meet in a happier place than this. Are you quite ready, quite comfortable for your journey?'",the brothers_segment_62.txt," 'Good bye, Robert! Keep up good heart, and when I come home to Massachusetts we'll meet in a happier place than this,' she said . 'God bless you, Ma'am! I'm goin'"
"

	The Reindeer gave a bound for joy. The robber maiden lifted up little Gerda, and took the precaution to bind her fast on the Reindeer's back; she even gave her a small cushion to sit on. 'Here are your worsted leggins, for it will be cold; but the muff I shall keep for myself, for it is so very pretty. But I do not wish you to be cold. Here is a pair of lined gloves of my mother's; they just reach up to your elbow. On with them! Now you look about the hands just like my ugly old mother!'",the snow queen_segment_101.txt," The robber maiden lifted up little Gerda, and took the precaution to bind her fast on the Reindeer's back . She even gave her a small cushion to sit on ."
"

	Covered with sweat, his shirt adhering to his body, his formerly curly hair now falling in straight locks, he went back and forth in his cell with the jerky and lamentable gait of one suffering atrociously with the toothache. He sat down for a moment, and then began to run again; then he rested his forehead against the wall, stopped, and looked about as if in search of a remedy. He had so changed that one might think that he possessed two different faces, one of which, the younger, had gone nobody knows where, to give place to the second, a terrible face, that seemed to have come from darkness.",the seven that were hanged_segment_181.txt," Formerly curly hair now falls in straight locks, hair now falling in straight hair ."
"There is a street in Copenhagen with a very strange name. It is called 'Hysken' street. Where the name came from, and what it means is very uncertain. It is said to be German, but that is unjust to the Germans, for it would then be called 'Hauschen,' not 'Hysken.' 'Hauschen,' means a little house; and for many years it consisted only of a few small houses, which were scarcely larger than the wooden booths we see in the market-places at fair time. They were perhaps a little higher, and had windows; but the panes consisted of horn or bladder-skins, for glass was then too dear to have glazed windows in every house. This was a long time ago, so long indeed that our grandfathers, and even great-grandfathers, would speak of those days as 'olden times;' indeed, many centuries have passed since then.",the old bachelors nightcap_segment_0.txt," Where the name came from, and what it means is very uncertain . It is said to be German, but that is unjust to the Germans, for it would then be called 'Hauschen,' not 'Hysken'"
"

	Give a finger and lose a hand.

	               Add  The Porcupine And The Snakes to your library.     ",the porcupine and the snakes_segment_2.txt, The Porcupine And The Snakes is a collection of books from the world's largest collection of children's books . Add a finger and lose a hand to your collection .
"

	'Gentlemen, you will go in pairs, choosing your companion. But I beg you to make haste.'

	Werner pointed to Yanson, who now was standing again, sustained by two soldiers.

	'I will go with him. You, Sergey, take Vasily. You go first.'

	'All right.'

	'I am going with you, Musya,' said Tanya. 'Come, let us kiss each other!'

	Quickly they kissed all round. The Tzigane kissed forcibly; they felt his teeth. Yanson kissed gently and softly, with mouth half open. He did not seem to understand what he was doing. When Sergey and Kashirin had taken a few steps, the latter stopped suddenly, and in a loud voice, which seemed strange and unfamiliar, shouted:",the seven that were hanged_segment_284.txt," Werner pointed to Yanson, who now was standing again, sustained by two soldiers . 'I will go with him. You, Sergey, take Vasily. You go first,' he said ."
"

	âI think sheâll not refuse, sir; she likes me already. I see it in her eyes; she has never had a lover, she says, and according to your account a girlâs first sweetheart is apt to fare the best. Besides, she likes the place, for I told her it was hers, as you bade me, and she said she could be very happy here, if my father was always kind.â",a whisper in the dark_segment_77.txt," She has never had a lover, she says, and according to your account a girlâs first sweetheart is apt to fare the best . Besides, she likes the place, for I told her it was hers"
"

	'Will you tell us a story?' said the queen,â'one that is instructive and full of deep learning.'",the flying trunk_segment_6.txt," 'Will you tell us a story?' asked the queen, the queen . 'One that is instructive and full of deep learning,' she replied ."
"

	After a while he began to think it was very strange that no one could get a look at the princess. Every one says she is very beautiful, thought he to himself; but what is the use of that if she is to be shut up in a copper castle surrounded by so many towers. Can I by any means get to see her. Stop! where is my tinder-box? Then he struck a light, and in a moment the dog, with eyes as big as teacups, stood before him.",the tinder box_segment_20.txt," The dog, with eyes as big as teacups, stood before him . He struck a light, and in a moment the dog was before him."
"

	In the morning papa and mamma were very cheerful and Yura pretended that he believed them and it seemed that he really did believe them. But that same evening, and perhaps it was another evening, he noticed his father crying. It happened in the following way: He was passing his father's study, and the door was half open; he heard a noise and he looked in quietly--father lay face downward upon his couch and cried aloud. There was no one else in the room. Yura went away, turned about in his room and came back--the door was still half open, no one but father was in the room, and he was still sobbing. If he cried quietly, Yura could understand it, but he sobbed loudly, he moaned in a heavy voice and his teeth were gnashing terribly. He lay there, covering the entire couch, hiding his head under his broad shoulders, sniffing heavily--and that was beyond his understanding. And on the table, on the large table covered with pencils, papers and a wealth of other things, stood the lamp burning with a red flame, and smoking--a flat, greyish black strip of smoke was coming out and bending in all directions.",the crushed flower_segment_16.txt," In the morning papa and mamma were very cheerful and Yura pretended that he believed them and it seemed that he really did believe them . But that same evening, and perhaps it was another evening, he noticed his father crying"
"

	But, oh, Babouscka had forgotten to ask the three old men the road to Bethlehem, and they travelled so far through the night that she could not overtake them. Up and down the road she hurried, through woods and fields and towns, saying to whomsoever she met: 'I go to find the Christ-Child. Where does He lie? I bring some pretty toys for His sake.'",the legend of babouscka_segment_5.txt," Babouscka had forgotten to ask the three old men the road to Bethlehem, and they travelled so far through the night that she could not overtake them . Up and down the road she hurried, through woods and fields and towns,"
"

	Little Molly and Anthony often stood by this mountain, and one day Molly said, 'Do you dare to knock and say, 'Lady Halle, Lady Halle, open the door: Tannhauser is here!'' But Anthony did not dare. Molly, however, did, though she only said the words, 'Lady Halle, Lady Halle,' loudly and distinctly; the rest she muttered so much under her breath that Anthony felt certain she had really said nothing; and yet she looked quite bold and saucy, just as she did sometimes when she was in the garden with a number of other little girls; they would all stand round him together, and want to kiss him, because he did not like to be kissed, and pushed them away. Then Molly was the only one who dared to resist him. 'I may kiss him,' she would say proudly, as she threw her arms round his neck; she was vain of her power over Anthony, for he would submit quietly and think nothing of it. Molly was very charming, but rather bold; and how she did tease!",the old bachelors nightcap_segment_12.txt," Molly was very charming, but rather bold; and how she did tease! She was vain of her power over Anthony, for he would submit quietly and think nothing of it ."
"

	'Surely not!'

	'Surely yes.'

	'Then it is between you and me?'

	'And a doctor if you do not go to bed at once.'

	'Oh, but you must believe in me!' Another memory flashed into his stimulated mind, and he confronted M. Cesar with an air of triumph. 'The man denied it, did he not? He said he went into the house to steal and found Berthe murdered, and fled. Is it not so?'",the sacrificial alter_segment_88.txt," 'The man denied it, did he not? He said he went into the house to steal and found Berthe murdered, and fled. Is it not so?' Another memory flashed into his stimulated mind, and he confronted M. C"
"

	âAs you please, hot-head. I am waiting for an account of the first love passage, so leave blushing to Sybil and begin.â",a whisper in the dark_segment_80.txt," The author was waiting for an account of the first love passage, so leave blushing to Sybil and begin.â"
"

	The Farmer saw that he would have to take other measures. He wanted to save at least some of his grain. So he loaded his sling with stones and killed several of the Cranes. This had the effect the Farmer wanted, for from that day the Cranes visited his field no more.",the farmer and the cranes_segment_4.txt," The Farmer loaded his sling with stones and killed several of the Cranes . This had the effect the Farmer wanted, for from that day the cranes visited his field no more ."
"

	'If I may be allowed to interpose, your lordship, I also spent a great deal of my youth passing through Wych Street. I have gone into the matter, comparing past and present ordnance survey maps. If I am not mistaken, the street the witness was referring to began near the hoarding at the entrance to Kingsway and ended at the back of what is now the Aldwych Theatre.'",where was wych street_segment_28.txt," 'If I am not mistaken, the street the witness was referring to began near the hoarding at the entrance to Kingsway and ended at the back of what is now the Aldwych Theatre'"
An A.D.T. Kid carrying a Death Message marked 'Rush' stopped in front of a Show Window containing a Picture of James J. Jeffries and began to weep bitterly.,the fable of the kid who shifted his ideal_segment_0.txt, A.D.T. Kid carrying a Death Message marked 'Rush' stopped in front of a Show Window containing a Picture of James J. Jeffries and began to weep bitterly .
"

	Glad now to seek the garden, I hurried down, but on the threshold of the great hall-door was arrested by the sharp crack of a pistol; and, as a little cloud of smoke dispersed, I saw John drop the weapon and approach the hound, who lay writhing on the bloody grass. Moved by compassion for the faithful brute whose long vigilance was so cruelly repaid, I went to him, and, kneeling there, caressed the great head that never yielded to my touch before. John assumed his watch at once, and leaning against a tree cleaned the pistol, content that I should amuse myself with the dying creature, who looked into my face with eyes of almost human pathos and reproach. The brass collar seemed to choke him as he gasped for breath, and, leaning nearer to undo it, I saw, half hidden in his own black hair, a golden lock wound tightly round the collar, and so near its color as to be unobservable, except upon a close inspection. No accident could have placed it there; no head but mine in that house wore hair of that sunny hue,âyes, one other, and my heart gave a sudden leap as I remembered the shining locks just seen on that still bosom.",a whisper in the dark_segment_168.txt," John assumed his watch at once, and leaning against a tree cleaned the pistol, content that I should amuse myself with the dying creature . No accident could have placed it there; no head but mine in that house wore hair of that sunny"
"

	When the dark rumour about Lazarus reached him, he consulted his wife and friends and decided to make the long voyage to Judea, in order that he might look upon the man miraculously raised from the dead. He felt lonely in those days and hoped on the way to renew his jaded energies. What they told him about Lazarus did not frighten him. He had meditated much upon death. He did not like it, nor did he like those who tried to harmonise it with life. On this side, beautiful life; on the other, mysterious death, he reasoned, and no better lot could befall a man than to live--to enjoy life and the beauty of living. And he already had conceived a desire to convince Lazarus of the truth of this view and to return his soul to life even as his body had been returned. This task did not appear impossible, for the reports about Lazarus, fearsome and strange as they were, did not tell the whole truth about him, but only carried a vague warning against something awful.",lazarus_segment_29.txt," When the dark rumour about Lazarus reached him, he consulted his wife and friends and decided to make the long voyage to Judea . He felt lonely in those days and hoped on the way to renew his jaded energies ."
"

	As I was recalled to myself, I endeavored to leave him; but he still detained me, and, with a curious expression, produced a case so quaintly fashioned that I cried out in admiration, while he selected two cigarettes, mildly aromatic with the herbs they were composed of, lit them, offered me one, dropped the window, and leaning back surveyed me with an air of extreme enjoyment, as I sat meekly puffing and wondering what prank I should play a part in next. Slowly the narcotic influence of the herbs diffused itself like a pleasant haze over all my senses; sleep, the most grateful, fell upon my eyelids, and the last thing I remember was my uncleâs face dreamily regarding me through a cloud of fragrant smoke. Twilight wrapped us in its shadows when I woke, with the night wind blowing on my forehead, the muffled roll of wheels sounding in my ear, and my cheek pillowed upon my uncleâs arm. He was humming a French chanson about âLove and Wine, and the Seine to-morrow!â I listened till I caught the air, and presently joined him, mingling my girlish treble with his flute-like tenor. He stopped at once, and, in the coolly courteous tone I had always heard in our few interviews, asked if I was ready for lights and home.",a whisper in the dark_segment_12.txt, The last thing I remember was my uncleâs face dreamily regarding me through a cloud of fragrant smoke . The narcotic influence of the herbs diffused itself like a pleasant haze .
"

	My brilliant idea is this. I'm going to make it a real old-fashioned frolic, and won't you come and help me? You will enjoy it immensely I am sure, for Aunt is a character. Cousin Saul worth seeing, and Ruth a far prettier girl than any of the city rose-buds coming out this season. Bring Leonard Randal along with you to take notes for his new books; then it will be fresher and truer than the last, clever as it was.

	The air is delicious up here, society amusing, this old farmhouse full of treasures, and your bosom friend pining to embrace you. Just telegraph yes or no, and we will expect you on Tuesday.",a country christmas_segment_2.txt," You will enjoy it immensely, for Aunt is a character. Cousin Saul worth seeing, and Ruth a far prettier girl than any of the city rose-buds coming out this season. Bring Leonard Randal along with you to"
"

	'You see, when the Colonel--Lord keep an' send him back to us!--it a'n't certain yet, you know, Ma'am, though it's two days ago we lost him--well, when the Colonel shouted, 'Rush on, boys, rush on!' Dane tore away as if he was goin' to take the fort alone; I was next him, an' kept close as we went through the ditch an' up the wall. Hi! warn't that a rusher!' and the boy flung up his well arm with a whoop, as if the mere memory of that stirring moment came over him in a gust of irrepressible excitement.",the brothers_segment_84.txt," Dane tore away as if he was goin' to take the fort alone; I was next him, an' kept close as we went through the ditch an' up the wall ."
"

	The author was gratified that the girl had died young, but grieved for the boy. Although he had avoided the gallery of late, his practised imagination had evoked from the throngs of history the high-handed and brilliant, surely adventurous career of the third Earl of Teignmouth. He had pondered upon the deep delights of directing such a mind and character, and had caught himself envying the dust that was older still. When he read of the lad's early death, in spite of his regret that such promise should have come to naught, he admitted to a secret thrill of satisfaction that the boy had so soon ceased to belong to any one. Then he smiled with both sadness and humor.",the bell in the fog_segment_18.txt," The author was gratified that the girl had died young, but grieved for the boy . When he read of the lad's early death, he admitted to a secret thrill of satisfaction that the boy had so soon ceased to belong to"
"

	'I've told you to pluck out the stones from the field,' said the goodman; 'you can't be done before you begin, I trow.'",grumblegizzard_segment_7.txt," 'I've told you to pluck out the stones from the field,' said the goodman; 'you can't be done before you begin, I trow'"
"

	Not merely Lazarus' face, but his very character, it seemed, had changed; though it astonished no one and did not attract the attention it deserved. Before his death Lazarus had been cheerful and careless, a lover of laughter and harmless jest. It was because of his good humour, pleasant and equable, his freedom from meanness and gloom, that he had been so beloved by the Master. Now he was grave and silent; neither he himself jested nor did he laugh at the jests of others; and the words he spoke occasionally were simple, ordinary and necessary words--words as much devoid of sense and depth as are the sounds with which an animal expresses pain and pleasure, thirst and hunger. Such words a man may speak all his life and no one would ever know the sorrows and joys that dwelt within him.",lazarus_segment_3.txt," Before his death Lazarus had been cheerful and careless, a lover of laughter and harmless jest . Now he was grave and silent; neither he himself jested nor did he laugh at the jests of others ."
"

	Eagerness rendered me forgetful of the secrecy I should preserve, and I cried aloud, âWhat shall I find? where shall I look?â My voice, sharpened by fear, rang shrilly through the house, Hannahâs quick tread rushed down the hall, something fell, then loud and long rose a cry that made my heart stand still, so helpless, so hopeless was its wild lament. I had betrayed and I could not save or comfort the kind soul who had lost liberty through me. I was frantic to get out, and beat upon my door in a paroxysm of impatience, but no one came; and all night long those awful cries went on above, cries of mortal anguish, as if soul and body were being torn asunder. Till dawn I listened, pent in that room which now possessed an added terror; till dawn I called, wept, and prayed, with mingled pity, fear, and penitence, and till dawn the agony of that unknown sufferer continued unabated. I heard John hurry to and fro, heard Hannah issue orders with an accent of human sympathy in her hard voice; heard Dr. Karnac pass and repass my door, and all the sounds of confusion and alarm in that once quiet house. With daylight all was still, a stillness more terrible than the stir; for it fell so suddenly, remained so utterly unbroken, that there seemed no explanation of it but the dread word death.",a whisper in the dark_segment_166.txt," All night long those awful cries went on above, cries of mortal anguish, as if soul and body were being torn asunder . Till dawn I listened, pent in that room which now possessed an added terror . I heard John hurry to"
"

	His father, long ago, before Sashka was born, had been tutor at the Svetchnikovs', and had ever since looked on them as the best people in the world. At that time he had held also an appointment in the statistical office of the Zemstvo, and had not yet taken to drink. Eventually he was compelled through his own fault to marry his landlady's daughter. From that time he severed his connection with the Svetchnikovs, and took to drink. Indeed, he let himself go to such an extent, that he was several times picked up drunk in the streets and taken to the police station. But the Svetchnikovs did not cease to assist him with money, and Feoktista Petrovna, although she hated them, together with books and everything connected with her husband's past, still valued their acquaintance, and was in the habit of boasting of it.",the little angel_segment_14.txt," His father, long ago, before Sashka was born, had been tutor at the Svetchnikovs', and had ever since looked on them as the best people in the world . Eventually he was compelled to marry his"
"

	âNo doubt,â I said to myself that night, as I lay in bed, thinking over the matter, âthis once possible but now impossible child is a great comfort to the old gentleman,âa greater comfort, perhaps, than a real son would be. Maybe Andy will vanish with the shades and mists of night, heâs such an unsubstantial infant; but if he doesnât, and Mr. Jaffrey finds pleasure in talking to me about his son, I shall humour the old fellow. It wouldnât be a Christian act to knock over his harmless fancy.â",miss mehetabels son_segment_21.txt," Jaffrey's son is a great comfort to the old gentleman, perhaps a greater comfort, perhaps, than a real son would be . Maybe Andy will vanish with the shades and mists of night, heâ"
"

	'Rejoice in our presence!' said the Air and the Sunlight; 'rejoice in thy own fresh youth!'

	But the Tree did not rejoice at all; he grew and grew, and was green both winter and summer. People that saw him said, 'What a fine tree!' and toward Christmas he was one of the first that was cut down. The axe struck deep into the very pith; the tree fell to the earth with a sigh: he felt a pangâit was like a swoon; he could not think of happiness, for he was sorrowful at being separated from his home, from the place where he had sprung up. He knew well that he should never see his dear old comrades, the little bushes and flowers around him, any more; perhaps not even the birds! The departure was not at all agreeable.",the fir tree_segment_14.txt," The Tree grew and grew, and was green both winter and summer . People that saw him said, 'What a fine tree!' and toward Christmas he was one of the first that was cut down . The axe struck deep into the very"
"

	The Mothers of the Neighborhood often remarked 'What Perfect Manners Fred and Eustace have!' Merely as an aside it may be added that Fred and Eustace were more Popular with the Mothers than they were with the Younger Set, although no one could say a Word against either of them. Only it was rumored in Keen Society that they didn't Belong. The Fact that they went Calling in a Crowd, and took their Mandolins along, may give the Acute Reader some Idea of the Life that Fred and Eustace held out to the Young Women of their Acquaintance.",the fable of the two mandolin players and his willing performer_segment_1.txt, The Mothers of the Neighborhood often remarked 'What Perfect Manners Fred and Eustace have!' No one could say a Word against either of them . Only it was rumored in Keen Society that they didn't Belong .
"

	It was very pleasant, and the bright autumn day was a little harvest time for the old lady, who had sowed love and charity broadcast with no thought of any reward.",a happy birthday_segment_7.txt," It was a little harvest time for the old lady, who had sowed love and charity broadcast with no thought of any reward ."
"

	'My sledge! Do not forget my sledge!' It was the first thing he thought of. It was there tied to one of the white chickens, who flew along with it on his back behind the large sledge. The Snow Queen kissed Kay once more, and then he forgot little Gerda, grandmother, and all whom he had left at his home.",the snow queen_segment_23.txt," The Snow Queen kissed Kay once more, and then he forgot little Gerda, grandmother, and all whom he had left at his home . It was there tied to one of the white chickens, who flew along with it on his back"
"

	'What shall it be?'

	'And--they?'

	'You will be with them. It will be enough for them to have a mother. I cannot remain.'",a story which will never be finished_segment_8.txt," 'You will be with them. It will be enough for them to have a mother. I cannot remain,' she said ."
"

	Lord Vermeer was a competent, forceful man, a little quick-tempered and autocratic. He came from Lancashire, and before entering politics had made an enormous fortune out of borax, artificial manure, and starch.",where was wych street_segment_35.txt," Vermeer was a competent, forceful man, a little quick-tempered and autocratic . Before entering politics had made an enormous fortune out of borax, artificial manure and starch ."
"

	But straight through he kept up a steady clip, averaging well over five miles an hour, up-hill or down.",the dance on the hill_segment_2.txt," But straight through he kept up a steady clip, averaging well over five miles an hour, up-hill or down ."
"

	When they had reached the courtyard, the damp and slightly warm air fell softly upon their faces and eyes, cut their breathing, and penetrated their shivering bodies, purifying them. It was hard to believe that this stimulant was simply the wind, a spring wind, gentle and moist.",the seven that were hanged_segment_228.txt," When they reached the courtyard, damp and slightly warm air fell softly upon their faces and eyes, cut their breathing, and penetrated their shivering bodies, purifying them . It was hard to believe that this stimulant was simply the wind"
"

	'The devil take you!' said he, spitting on the ground. 'Why do you show your teeth? This is no wine-shop!'",the seven that were hanged_segment_53.txt," The devil take you! said he, spitting on the ground . 'Why do you show your teeth? This is no wine-shop!'"
"

	No one was looking at them, and they might have walked quietly off; but that the 'running away' might be all right, both raced down the road, tumbled over a wall, and dashed into the woods as if a whole tribe of wild Indians were after them.",how they ran away_segment_5.txt," No one was looking at them, and they might have walked quietly off; but that the 'running away' might be all right, both raced down the road, tumbled over a wall, and dashed into the woods ."
"

	He possessed also a very rare quality: he knew not fear. He pitied those of his comrades who had this feeling, especially Vasily Kashirin. But his pity was cold, almost official.",the seven that were hanged_segment_200.txt," He possessed also a very rare quality: he knew not fear . He pitied those of his comrades who had this feeling, especially Vasily Kashirin . But his pity was cold, almost official ."
"

	I sat down suddenly, for the old anger and compassion struggled in my heart, and I both longed and feared to hear what was to follow.",the brothers_segment_83.txt," I sat down suddenly, for the old anger and compassion struggled in my heart, and I both longed and feared to hear what was to follow ."
"

	When the morning came, the cook, who had set the trap, lifted it from the shelf, and then called a pretty little girl to come and see the thief who had eaten her cake.",the little thief in the pantry_segment_7.txt," The cook, who had set the trap, lifted it from the shelf, and then called a pretty little girl to come and see the thief who had eaten her cake ."
"

	And he, Louis Bac, felt nothing!...

	Staring at Calvary, his mind drifted over the events of the past week. He had seen Mademoiselle Berthe every day. On two separate occasions he had talked with her alone in the Dupont library. He had liked and admired her increasingly. He found her full of surprises, subtleties; it seemed to him that just such a young woman had been roaming the dim corridors of his brain, impatiently awaiting his call; and as a wife she would be incomparable.",the sacrificial alter_segment_41.txt," Louis Bac had seen Mademoiselle Berthe every day . On two separate occasions he had talked with her alone in the Dupont library . He found her full of surprises, subtleties ."
"

	It is very foolish to be greedy.

	               Add  The Dog And His Reflection to your library.     ",the dog and his reflection_segment_2.txt, The Dog And His Reflection is very foolish to be greedy . It is a dog's reflection on the life of a dog .
"

	On the following day Camillo received at his department this letter from Villela: 'Come immediately to our house; I must talk to you without delay.' It was past noon. Camillo left at once; as he reached the street it occurred to him that it would have been much more natural for Villela to have called him to his office; why to his house? All this betokened a very urgent matter; moreover, whether it was reality or illusion, it seemed to Camillo that the letter was written in a trembling hand. He sought to establish a connection between all these things and the news Rita had brought him the night before.",the fortune teller_segment_19.txt, The following day Camillo received at his department this letter from Villela: 'Come immediately to our house; I must talk to you without delay' It was past noon. Camillo left at once .
"

	The soldier nearest them stopped, opened his hands, and let his gun fall. But he did not stoop to pick it up. He stood still for a moment, then turned suddenly, and began to walk into the forest.

	'Where are you going?' shouted his comrade, in a frightened voice. 'Stay!'

	But the other painfully endeavored to advance. Suddenly he clutched the air with his hands, and fell, face downward.",the seven that were hanged_segment_290.txt," The soldier nearest them stopped, opened his hands, and let his gun fall . But he did not stoop to pick it up . He stood still for a moment, then turned suddenly, and began to walk into the forest ."
"ABOUT WALDEMAR DAA AND HIS DAUGHTERS

	When the wind sweeps across a field of grass it makes little ripples in it like a lake; in a field of corn it makes great waves like the sea itself: this is the wind's frolic. Then listen to the stories it tells; it sings them aloud, one kind of song among the trees of the forest, and a very different one when it is pent up within walls with all their cracks and crannies. Do you see how the wind chases the white fleecy clouds as if they were a flock of sheep? Do you hear the wind down there, howling in the open doorway like a watchman winding his horn? Then, too, how he whistles in the chimneys, making the fire crackle and sparkle. How cosy it is to sit in the warm glow of the fire listening to the tales it has to tell! Let the wind tell its own story! It can tell you more adventures than all of us put together. Listen now:â",the winds tale_segment_0.txt," When the wind sweeps across a field of grass it makes little ripples in it like a lake, or waves like the sea itself: this is the wind's frolic . Do you see how the wind chases the white fleec"
"

	The fortune-teller had already placed the note in her pocket, and accompanied him down the stairs, chatting rather gaily. At the bottom of the first flight Camillo bid her good-bye and ran down the stairs that led to the street, while the card-reader, rejoicing in her large fee, turned back to the garret, humming a barcarolle. Camillo found the tilbury waiting for him; the street was now clear. He entered and the driver whipped his horse into a fast trot.",the fortune teller_segment_34.txt," The fortune-teller had already placed the note in her pocket, and accompanied him down the stairs, chatting rather gaily . Camillo bid her good-bye at the bottom of the first flight . He found the tilbury waiting"
"

	These two fellows were quite bursting with the great secrets of the day, and had to rush out as soon as breakfast was done, in order to keep from 'letting the cat out of the bag.'

	A fine dinner was cooked, and grandma's favorite niece came to eat it with her, bringing a bag full of goodies, and a heart full of love and kind wishes, to the old lady.",a happy birthday_segment_5.txt," A fine dinner was cooked, and grandma's favorite niece came to eat it with her, bringing a bag full of goodies, and a heart full of love ."
"

	Hush! Hush! Look into my eyes!

	You do not like my writhing and my straight, open look? Oh, my head is heavy--therefore I sway about so quietly. Oh, my head is heavy-- therefore I look so straight ahead, as I sway about. Come closer to me. Give me a little warmth; stroke my wise forehead with your fingers; in its fine outlines you will find the form of a cup into which flows wisdom, the dew of the evening-flowers. When I draw the air by my writhing, a trace is left in it--the design of the finest of webs, the web of dream-charms, the enchantment of noiseless movements, the inaudible hiss of gliding lines. I am silent and I sway myself. I look ahead and I sway myself. What strange burden am I carrying on my neck?",the serpents story_segment_1.txt," You do not like my writhing and my straight, open look? Oh, my head is heavy--therefore I sway about so quietly . Give me a little warmth; stroke my wise forehead with your fingers . In its fine outlines"
